p1,p2,type,counter,target,player1_bas,player1_tgt,player1_prz,player2_bas,player2_tgt,player2_prz
1069,2176,groupCooperative,green leaves,900.00,647.67,850.00,180.00,0.00,50.00,180.00
1069,23516,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.97,5.00,270.00
1069,23516,groupCompetitiveTime,Walk_Km,22.00,17.49,23.00,180.00,15.14,20.00,240.00
1069,23516,groupCompetitiveTime,green leaves,690.00,647.67,850.00,140.00,403.13,530.00,270.00
1069,23516,groupCooperative,Bike_Km,39.00,25.88,34.00,240.00,0.97,5.00,240.00
1069,23516,groupCooperative,Walk_Km,43.00,17.49,23.00,190.00,15.14,20.00,190.00
1069,23516,groupCooperative,green leaves,1400.00,647.67,850.00,180.00,403.13,530.00,180.00
1069,23776,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,23776,groupCompetitiveTime,Walk_Km,12.00,17.49,23.00,160.00,0.00,1.00,100.00
1069,23776,groupCompetitiveTime,green leaves,450.00,647.67,850.00,140.00,0.00,50.00,100.00
1069,23776,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,23776,groupCooperative,Walk_Km,24.00,17.49,23.00,190.00,0.00,1.00,190.00
1069,23776,groupCooperative,green leaves,900.00,647.67,850.00,180.00,0.00,50.00,180.00
1069,2406,groupCompetitiveTime,Bike_Km,120.00,25.88,34.00,300.00,140.80,190.00,140.00
1069,2406,groupCompetitiveTime,Walk_Km,49.00,17.49,23.00,300.00,57.53,75.00,160.00
1069,2406,groupCompetitiveTime,green leaves,1800.00,647.67,850.00,300.00,2060.27,2700.00,140.00
1069,2406,groupCooperative,Bike_Km,230.00,25.88,34.00,210.00,140.80,190.00,210.00
1069,2406,groupCooperative,Walk_Km,98.00,17.49,23.00,230.00,57.53,75.00,230.00
1069,2406,groupCooperative,green leaves,3600.00,647.67,850.00,210.00,2060.27,2700.00,210.00
1069,24060,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24060,groupCompetitiveTime,Walk_Km,30.00,17.49,23.00,270.00,27.34,36.00,160.00
1069,24060,groupCompetitiveTime,green leaves,830.00,647.67,850.00,160.00,621.67,810.00,210.00
1069,24060,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24060,groupCooperative,Walk_Km,59.00,17.49,23.00,190.00,27.34,36.00,190.00
1069,24060,groupCooperative,green leaves,1700.00,647.67,850.00,210.00,621.67,810.00,210.00
1069,24103,groupCompetitiveTime,Bike_Km,42.00,25.88,34.00,270.00,37.30,49.00,150.00
1069,24103,groupCompetitiveTime,Walk_Km,38.00,17.49,23.00,270.00,40.01,53.00,160.00
1069,24103,groupCompetitiveTime,green leaves,1100.00,647.67,850.00,270.00,976.40,1300.00,180.00
1069,24103,groupCooperative,Bike_Km,83.00,25.88,34.00,180.00,37.30,49.00,180.00
1069,24103,groupCooperative,Walk_Km,76.00,17.49,23.00,230.00,40.01,53.00,230.00
1069,24103,groupCooperative,green leaves,2200.00,647.67,850.00,210.00,976.40,1300.00,210.00
1069,24133,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24133,groupCompetitiveTime,Walk_Km,12.00,17.49,23.00,160.00,0.00,1.00,100.00
1069,24133,groupCompetitiveTime,green leaves,450.00,647.67,850.00,140.00,4.00,50.00,270.00
1069,24133,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24133,groupCooperative,Walk_Km,24.00,17.49,23.00,190.00,0.00,1.00,190.00
1069,24133,groupCooperative,green leaves,900.00,647.67,850.00,240.00,4.00,50.00,240.00
1069,24170,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24170,groupCompetitiveTime,Walk_Km,13.00,17.49,23.00,160.00,2.26,3.00,270.00
1069,24170,groupCompetitiveTime,green leaves,520.00,647.67,850.00,140.00,134.27,180.00,270.00
1069,24170,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24170,groupCooperative,Walk_Km,26.00,17.49,23.00,190.00,2.26,3.00,190.00
1069,24170,groupCooperative,green leaves,1100.00,647.67,850.00,180.00,134.27,180.00,180.00
1069,24206,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24206,groupCompetitiveTime,Walk_Km,22.00,17.49,23.00,180.00,15.74,21.00,190.00
1069,24206,groupCompetitiveTime,green leaves,650.00,647.67,850.00,140.00,344.40,450.00,300.00
1069,24206,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24206,groupCooperative,Walk_Km,44.00,17.49,23.00,190.00,15.74,21.00,190.00
1069,24206,groupCooperative,green leaves,1300.00,647.67,850.00,210.00,344.40,450.00,210.00
1069,24232,groupCompetitiveTime,Bike_Km,26.00,25.88,34.00,140.00,13.23,18.00,270.00
1069,24232,groupCompetitiveTime,Walk_Km,17.00,17.49,23.00,160.00,7.57,10.00,270.00
1069,24232,groupCompetitiveTime,green leaves,680.00,647.67,850.00,140.00,391.40,510.00,270.00
1069,24232,groupCooperative,Bike_Km,52.00,25.88,34.00,180.00,13.23,18.00,180.00
1069,24232,groupCooperative,Walk_Km,33.00,17.49,23.00,190.00,7.57,10.00,190.00
1069,24232,groupCooperative,green leaves,1400.00,647.67,850.00,180.00,391.40,510.00,180.00
1069,24279,groupCompetitiveTime,Bike_Km,33.00,25.88,34.00,160.00,24.59,32.00,180.00
1069,24279,groupCompetitiveTime,Walk_Km,24.00,17.49,23.00,190.00,18.04,24.00,190.00
1069,24279,groupCompetitiveTime,green leaves,810.00,647.67,850.00,160.00,579.73,760.00,210.00
1069,24279,groupCooperative,Bike_Km,66.00,25.88,34.00,180.00,24.59,32.00,180.00
1069,24279,groupCooperative,Walk_Km,47.00,17.49,23.00,190.00,18.04,24.00,190.00
1069,24279,groupCooperative,green leaves,1700.00,647.67,850.00,210.00,579.73,760.00,210.00
1069,24288,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24288,groupCompetitiveTime,Walk_Km,12.00,17.49,23.00,160.00,0.00,1.00,100.00
1069,24288,groupCompetitiveTime,green leaves,450.00,647.67,850.00,140.00,0.00,50.00,100.00
1069,24288,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24288,groupCooperative,Walk_Km,24.00,17.49,23.00,190.00,0.00,1.00,190.00
1069,24288,groupCooperative,green leaves,900.00,647.67,850.00,180.00,0.00,50.00,180.00
1069,24335,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24335,groupCompetitiveTime,Walk_Km,25.00,17.49,23.00,240.00,19.26,26.00,180.00
1069,24335,groupCompetitiveTime,green leaves,730.00,647.67,850.00,150.00,461.60,610.00,270.00
1069,24335,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24335,groupCooperative,Walk_Km,49.00,17.49,23.00,230.00,19.26,26.00,230.00
1069,24335,groupCooperative,green leaves,1500.00,647.67,850.00,180.00,461.60,610.00,180.00
1069,24336,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24336,groupCompetitiveTime,Walk_Km,41.00,17.49,23.00,270.00,44.14,58.00,160.00
1069,24336,groupCompetitiveTime,green leaves,980.00,647.67,850.00,240.00,805.87,1100.00,160.00
1069,24336,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24336,groupCooperative,Walk_Km,81.00,17.49,23.00,230.00,44.14,58.00,230.00
1069,24336,groupCooperative,green leaves,2000.00,647.67,850.00,210.00,805.87,1100.00,210.00
1069,24349,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24349,groupCompetitiveTime,Walk_Km,18.00,17.49,23.00,160.00,8.98,12.00,270.00
1069,24349,groupCompetitiveTime,green leaves,560.00,647.67,850.00,140.00,202.13,270.00,270.00
1069,24349,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24349,groupCooperative,Walk_Km,35.00,17.49,23.00,230.00,8.98,12.00,230.00
1069,24349,groupCooperative,green leaves,1200.00,647.67,850.00,180.00,202.13,270.00,180.00
1069,24439,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24439,groupCompetitiveTime,Walk_Km,12.00,17.49,23.00,160.00,0.00,1.00,100.00
1069,24439,groupCompetitiveTime,green leaves,450.00,647.67,850.00,140.00,0.00,50.00,100.00
1069,24439,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24439,groupCooperative,Walk_Km,24.00,17.49,23.00,190.00,0.00,1.00,190.00
1069,24439,groupCooperative,green leaves,900.00,647.67,850.00,180.00,0.00,50.00,180.00
1069,24465,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24465,groupCompetitiveTime,Walk_Km,35.00,17.49,23.00,270.00,35.48,47.00,160.00
1069,24465,groupCompetitiveTime,green leaves,850.00,647.67,850.00,180.00,643.93,840.00,180.00
1069,24465,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24465,groupCooperative,Walk_Km,70.00,17.49,23.00,230.00,35.48,47.00,230.00
1069,24465,groupCooperative,green leaves,1700.00,647.67,850.00,180.00,643.93,840.00,180.00
1069,24471,groupCompetitiveTime,Bike_Km,35.00,25.88,34.00,180.00,27.34,36.00,160.00
1069,24471,groupCompetitiveTime,Walk_Km,31.00,17.49,23.00,270.00,29.38,39.00,160.00
1069,24471,groupCompetitiveTime,green leaves,1400.00,647.67,850.00,270.00,1455.73,1900.00,140.00
1069,24471,groupCooperative,Bike_Km,70.00,25.88,34.00,180.00,27.34,36.00,180.00
1069,24471,groupCooperative,Walk_Km,62.00,17.49,23.00,190.00,29.38,39.00,190.00
1069,24471,groupCooperative,green leaves,2800.00,647.67,850.00,250.00,1455.73,1900.00,250.00
1069,24476,groupCompetitiveTime,Bike_Km,27.00,25.88,34.00,140.00,15.37,20.00,270.00
1069,24476,groupCompetitiveTime,Walk_Km,34.00,17.49,23.00,270.00,34.01,45.00,160.00
1069,24476,groupCompetitiveTime,green leaves,1100.00,647.67,850.00,270.00,857.67,1200.00,190.00
1069,24476,groupCooperative,Bike_Km,54.00,25.88,34.00,210.00,15.37,20.00,210.00
1069,24476,groupCooperative,Walk_Km,68.00,17.49,23.00,190.00,34.01,45.00,190.00
1069,24476,groupCooperative,green leaves,2100.00,647.67,850.00,210.00,857.67,1200.00,210.00
1069,24486,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24486,groupCompetitiveTime,Walk_Km,19.00,17.49,23.00,160.00,10.53,14.00,240.00
1069,24486,groupCompetitiveTime,green leaves,920.00,647.67,850.00,240.00,751.87,980.00,160.00
1069,24486,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24486,groupCooperative,Walk_Km,37.00,17.49,23.00,190.00,10.53,14.00,190.00
1069,24486,groupCooperative,green leaves,1900.00,647.67,850.00,180.00,751.87,980.00,180.00
1069,24516,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24516,groupCompetitiveTime,Walk_Km,13.00,17.49,23.00,160.00,1.56,3.00,270.00
1069,24516,groupCompetitiveTime,green leaves,480.00,647.67,850.00,140.00,81.67,110.00,270.00
1069,24516,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24516,groupCooperative,Walk_Km,26.00,17.49,23.00,240.00,1.56,3.00,240.00
1069,24516,groupCooperative,green leaves,960.00,647.67,850.00,180.00,81.67,110.00,180.00
1069,24530,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24530,groupCompetitiveTime,Walk_Km,54.00,17.49,23.00,300.00,64.12,84.00,160.00
1069,24530,groupCompetitiveTime,green leaves,980.00,647.67,850.00,240.00,803.67,1100.00,160.00
1069,24530,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24530,groupCooperative,Walk_Km,110.00,17.49,23.00,230.00,64.12,84.00,230.00
1069,24530,groupCooperative,green leaves,2000.00,647.67,850.00,210.00,803.67,1100.00,210.00
1069,24537,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24537,groupCompetitiveTime,Walk_Km,12.00,17.49,23.00,160.00,0.00,1.00,100.00
1069,24537,groupCompetitiveTime,green leaves,450.00,647.67,850.00,140.00,0.00,50.00,100.00
1069,24537,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24537,groupCooperative,Walk_Km,24.00,17.49,23.00,190.00,0.00,1.00,190.00
1069,24537,groupCooperative,green leaves,900.00,647.67,850.00,180.00,0.00,50.00,180.00
1069,24553,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24553,groupCompetitiveTime,Walk_Km,12.00,17.49,23.00,160.00,0.00,1.00,100.00
1069,24553,groupCompetitiveTime,green leaves,450.00,647.67,850.00,140.00,0.00,50.00,100.00
1069,24553,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24553,groupCooperative,Walk_Km,24.00,17.49,23.00,190.00,0.00,1.00,190.00
1069,24553,groupCooperative,green leaves,900.00,647.67,850.00,180.00,0.00,50.00,180.00
1069,24587,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24587,groupCompetitiveTime,Walk_Km,35.00,17.49,23.00,270.00,35.44,47.00,160.00
1069,24587,groupCompetitiveTime,green leaves,810.00,647.67,850.00,160.00,584.60,760.00,210.00
1069,24587,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24587,groupCooperative,Walk_Km,70.00,17.49,23.00,230.00,35.44,47.00,230.00
1069,24587,groupCooperative,green leaves,1700.00,647.67,850.00,210.00,584.60,760.00,210.00
1069,24599,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24599,groupCompetitiveTime,Walk_Km,21.00,17.49,23.00,180.00,13.10,18.00,240.00
1069,24599,groupCompetitiveTime,green leaves,600.00,647.67,850.00,140.00,267.60,350.00,270.00
1069,24599,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24599,groupCooperative,Walk_Km,41.00,17.49,23.00,190.00,13.10,18.00,190.00
1069,24599,groupCooperative,green leaves,1200.00,647.67,850.00,180.00,267.60,350.00,180.00
1069,24650,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24650,groupCompetitiveTime,Walk_Km,21.00,17.49,23.00,180.00,13.32,18.00,240.00
1069,24650,groupCompetitiveTime,green leaves,580.00,647.67,850.00,140.00,232.80,310.00,270.00
1069,24650,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24650,groupCooperative,Walk_Km,41.00,17.49,23.00,190.00,13.32,18.00,190.00
1069,24650,groupCooperative,green leaves,1200.00,647.67,850.00,180.00,232.80,310.00,180.00
1069,24673,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24673,groupCompetitiveTime,Walk_Km,14.00,17.49,23.00,160.00,2.96,4.00,270.00
1069,24673,groupCompetitiveTime,green leaves,590.00,647.67,850.00,140.00,253.53,330.00,270.00
1069,24673,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24673,groupCooperative,Walk_Km,27.00,17.49,23.00,190.00,2.96,4.00,190.00
1069,24673,groupCooperative,green leaves,1200.00,647.67,850.00,180.00,253.53,330.00,180.00
1069,24683,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24683,groupCompetitiveTime,Walk_Km,12.00,17.49,23.00,160.00,0.00,1.00,100.00
1069,24683,groupCompetitiveTime,green leaves,450.00,647.67,850.00,140.00,0.00,50.00,100.00
1069,24683,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24683,groupCooperative,Walk_Km,24.00,17.49,23.00,190.00,0.00,1.00,190.00
1069,24683,groupCooperative,green leaves,900.00,647.67,850.00,180.00,0.00,50.00,180.00
1069,24819,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24819,groupCompetitiveTime,Walk_Km,26.00,17.49,23.00,270.00,21.10,28.00,210.00
1069,24819,groupCompetitiveTime,green leaves,800.00,647.67,850.00,160.00,564.20,740.00,270.00
1069,24819,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24819,groupCooperative,Walk_Km,51.00,17.49,23.00,230.00,21.10,28.00,230.00
1069,24819,groupCooperative,green leaves,1600.00,647.67,850.00,210.00,564.20,740.00,210.00
1069,24861,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24861,groupCompetitiveTime,Walk_Km,21.00,17.49,23.00,180.00,13.78,18.00,240.00
1069,24861,groupCompetitiveTime,green leaves,840.00,647.67,850.00,160.00,637.40,830.00,210.00
1069,24861,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24861,groupCooperative,Walk_Km,41.00,17.49,23.00,190.00,13.78,18.00,190.00
1069,24861,groupCooperative,green leaves,1700.00,647.67,850.00,210.00,637.40,830.00,210.00
1069,24881,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,24881,groupCompetitiveTime,Walk_Km,36.00,17.49,23.00,270.00,37.12,49.00,160.00
1069,24881,groupCompetitiveTime,green leaves,810.00,647.67,850.00,160.00,581.33,760.00,210.00
1069,24881,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,24881,groupCooperative,Walk_Km,72.00,17.49,23.00,230.00,37.12,49.00,230.00
1069,24881,groupCooperative,green leaves,1700.00,647.67,850.00,210.00,581.33,760.00,210.00
1069,25299,groupCompetitiveTime,Bike_Km,21.00,25.88,34.00,140.00,4.74,7.00,270.00
1069,25299,groupCompetitiveTime,Walk_Km,16.00,17.49,23.00,160.00,6.33,9.00,270.00
1069,25299,groupCompetitiveTime,green leaves,530.00,647.67,850.00,140.00,157.53,210.00,270.00
1069,25299,groupCooperative,Bike_Km,41.00,25.88,34.00,240.00,4.74,7.00,240.00
1069,25299,groupCooperative,Walk_Km,32.00,17.49,23.00,240.00,6.33,9.00,240.00
1069,25299,groupCooperative,green leaves,1100.00,647.67,850.00,180.00,157.53,210.00,180.00
1069,25385,groupCompetitiveTime,Bike_Km,20.00,25.88,34.00,140.00,0.00,5.00,100.00
1069,25385,groupCompetitiveTime,Walk_Km,39.00,17.49,23.00,270.00,41.74,55.00,160.00
1069,25385,groupCompetitiveTime,green leaves,1100.00,647.67,850.00,270.00,864.20,1200.00,190.00
1069,25385,groupCooperative,Bike_Km,39.00,25.88,34.00,180.00,0.00,5.00,180.00
1069,25385,groupCooperative,Walk_Km,78.00,17.49,23.00,230.00,41.74,55.00,230.00
1069,25385,groupCooperative,green leaves,2100.00,647.67,850.00,210.00,864.20,1200.00,210.00
11126,127,groupCompetitiveTime,Bike_Km,24.00,31.87,42.00,140.00,0.00,5.00,100.00
11126,127,groupCompetitiveTime,Walk_Km,14.00,14.35,19.00,160.00,6.43,9.00,270.00
11126,127,groupCompetitiveTime,green leaves,460.00,543.27,710.00,140.00,151.87,200.00,270.00
11126,127,groupCooperative,Bike_Km,47.00,31.87,42.00,210.00,0.00,5.00,210.00
11126,127,groupCooperative,Walk_Km,28.00,14.35,19.00,240.00,6.43,9.00,240.00
11126,127,groupCooperative,green leaves,910.00,543.27,710.00,210.00,151.87,200.00,210.00
11126,16751,groupCompetitiveTime,Bike_Km,24.00,31.87,42.00,140.00,0.00,5.00,100.00
11126,16751,groupCompetitiveTime,Walk_Km,10.00,14.35,19.00,160.00,0.00,1.00,100.00
11126,16751,groupCompetitiveTime,green leaves,380.00,543.27,710.00,140.00,0.00,50.00,100.00
11126,16751,groupCooperative,Bike_Km,47.00,31.87,42.00,210.00,0.00,5.00,210.00
11126,16751,groupCooperative,Walk_Km,20.00,14.35,19.00,190.00,0.00,1.00,190.00
11126,16751,groupCooperative,green leaves,760.00,543.27,710.00,210.00,0.00,50.00,210.00
11126,1683,groupCompetitiveTime,Bike_Km,24.00,31.87,42.00,140.00,0.00,5.00,100.00
11126,1683,groupCompetitiveTime,Walk_Km,10.00,14.35,19.00,160.00,0.00,1.00,100.00
11126,1683,groupCompetitiveTime,green leaves,380.00,543.27,710.00,140.00,0.00,50.00,100.00
11126,1683,groupCooperative,Bike_Km,47.00,31.87,42.00,210.00,0.00,5.00,210.00
11126,1683,groupCooperative,Walk_Km,20.00,14.35,19.00,190.00,0.00,1.00,190.00
11126,1683,groupCooperative,green leaves,760.00,543.27,710.00,210.00,0.00,50.00,210.00
11126,18375,groupCompetitiveTime,Bike_Km,24.00,31.87,42.00,140.00,0.00,5.00,100.00
11126,18375,groupCompetitiveTime,Walk_Km,10.00,14.35,19.00,160.00,0.00,1.00,100.00
11126,18375,groupCompetitiveTime,green leaves,380.00,543.27,710.00,140.00,0.00,50.00,100.00
11126,18375,groupCooperative,Bike_Km,47.00,31.87,42.00,210.00,0.00,5.00,210.00
